ID,Nome,Idade,Sexo,Departamento,Cargo,Salario,Data Admissao,Tempo Empresa (anos),Estado Civil,Cidade,Nível Escolaridade
473,Funcionário 473,50,Masculino,Marketing,Assistente,3104,2016-09-29,6,Divorciado,Rio de Janeiro,Ensino Médio
474,Funcionário 474,47,Feminino,Vendas,Assistente,12728,2016-12-28,6,Casado,Porto Alegre,Pós-Graduação
475,Funcionário 475,54,Feminino,Marketing,Assistente,9361,2012-01-03,11,Viúvo,Porto Alegre,Superior Completo
476,Funcionário 476,40,Feminino,Financeiro,Diretor,6199,2014-10-15,8,Solteiro,Rio de Janeiro,Mestrado
477,Funcionário 477,27,Masculino,TI,Assistente,5854,2020-09-29,2,Divorciado,São Paulo,Doutorado
478,Funcionário 478,22,Masculino,Financeiro,Coordenador,9263,2011-02-28,12,Divorciado,Rio de Janeiro,Pós-Graduação
479,Funcionário 479,53,Feminino,Vendas,Diretor,13686,2019-07-11,3,Casado,Rio de Janeiro,Superior Completo
480,Funcionário 480,51,Feminino,Vendas,Analista,3914,2014-05-11,8,Viúvo,São Paulo,Ensino Médio
481,Funcionário 481,48,Masculino,Financeiro,Assistente,9365,2022-04-13,1,Divorciado,São Paulo,Doutorado
482,Funcionário 482,27,Masculino,Marketing,Assistente,5072,2022-02-24,1,Casado,Belo Horizonte,Ensino Médio
483,Funcionário 483,36,Masculino,Marketing,Analista,11198,2022-11-23,0,Solteiro,Belo Horizonte,Superior Completo
484,Funcionário 484,49,Masculino,Logística,Assistente,2406,2011-05-08,12,Solteiro,São Paulo,Superior Completo
485,Funcionário 485,18,Feminino,Vendas,Analista,2166,2010-07-11,12,Divorciado,Porto Alegre,Pós-Graduação
486,Funcionário 486,22,Masculino,RH,Diretor,2508,2011-05-14,11,Divorciado,Porto Alegre,Mestrado
487,Funcionário 487,62,Feminino,Logística,Coordenador,3661,2013-06-10,9,Viúvo,Rio de Janeiro,Ensino Médio
488,Funcionário 488,21,Feminino,Marketing,Analista,5664,2015-05-23,7,Viúvo,Curitiba,Pós-Graduação
489,Funcionário 489,33,Feminino,Financeiro,Gerente,5489,2021-11-01,1,Divorciado,Rio de Janeiro,Doutorado
490,Funcionário 490,41,Masculino,Marketing,Analista,2680,2015-12-27,7,Casado,Rio de Janeiro,Mestrado
491,Funcionário 491,33,Masculino,Financeiro,Assistente,4524,2012-03-27,11,Viúvo,Curitiba,Pós-Graduação
492,Funcionário 492,19,Masculino,Logística,Diretor,4120,2018-10-26,4,Divorciado,São Paulo,Ensino Médio
493,Funcionário 493,45,Masculino,Vendas,Diretor,7260,2014-01-13,9,Viúvo,Porto Alegre,Superior Completo
494,Funcionário 494,49,Feminino,Marketing,Analista,14869,2012-12-22,10,Divorciado,Rio de Janeiro,Doutorado
495,Funcionário 495,44,Masculino,Financeiro,Coordenador,6357,2021-07-01,1,Solteiro,Curitiba,Ensino Médio
496,Funcionário 496,37,Masculino,Vendas,Gerente,3363,2015-02-18,8,Divorciado,Belo Horizonte,Mestrado
497,Funcionário 497,41,Feminino,RH,Diretor,11523,2012-05-20,10,Solteiro,Rio de Janeiro,Mestrado
498,Funcionário 498,29,Masculino,Financeiro,Assistente,4292,2015-08-05,7,Viúvo,Porto Alegre,Superior Completo
499,Funcionário 499,52,Feminino,Logística,Assistente,3538,2010-09-30,12,Divorciado,São Paulo,Superior Completo
500,Funcionário 500,50,Feminino,RH,Coordenador,5408,2012-10-26,10,Viúvo,Rio de Janeiro,Doutorado
501,Funcionário 501,50,Feminino,RH,Diretor,9742,2018-10-24,4,Solteiro,Rio de Janeiro,Doutorado
502,Funcionário 502,60,Feminino,TI,Analista,10752,2021-02-21,2,Divorciado,Curitiba,Superior Completo
503,Funcionário 503,54,Feminino,Marketing,Assistente,11291,2012-11-17,10,Viúvo,Belo Horizonte,Superior Completo
504,Funcionário 504,29,Feminino,Financeiro,Coordenador,3903,2021-01-16,2,Solteiro,Belo Horizonte,Mestrado
505,Funcionário 505,20,Feminino,RH,Diretor,2174,2014-04-23,9,Viúvo,São Paulo,Superior Completo
506,Funcionário 506,18,Feminino,TI,Diretor,12348,2018-09-26,4,Casado,Porto Alegre,Pós-Graduação
507,Funcionário 507,50,Masculino,Logística,Diretor,4230,2022-01-06,1,Solteiro,São Paulo,Ensino Médio
508,Funcionário 508,57,Masculino,Vendas,Diretor,6287,2020-05-25,2,Solteiro,Rio de Janeiro,Superior Completo
509,Funcionário 509,27,Masculino,Financeiro,Diretor,6160,2019-01-03,4,Solteiro,Rio de Janeiro,Doutorado
510,Funcionário 510,60,Masculino,RH,Assistente,14112,2020-04-05,3,Divorciado,Belo Horizonte,Pós-Graduação
511,Funcionário 511,61,Feminino,Marketing,Coordenador,9106,2015-10-07,7,Divorciado,Porto Alegre,Doutorado
512,Funcionário 512,46,Masculino,TI,Diretor,11689,2010-11-04,12,Divorciado,Curitiba,Pós-Graduação
513,Funcionário 513,30,Feminino,RH,Gerente,14046,2019-03-14,4,Casado,Porto Alegre,Superior Completo
514,Funcionário 514,29,Masculino,Marketing,Gerente,5171,2018-09-12,4,Casado,Rio de Janeiro,Ensino Médio
515,Funcionário 515,48,Masculino,RH,Coordenador,3567,2013-06-05,9,Solteiro,Curitiba,Doutorado
516,Funcionário 516,63,Masculino,Financeiro,Analista,3151,2017-07-10,5,Casado,Porto Alegre,Pós-Graduação
517,Funcionário 517,19,Feminino,Financeiro,Analista,9619,2014-02-26,9,Viúvo,Porto Alegre,Mestrado
518,Funcionário 518,52,Masculino,Financeiro,Analista,8033,2013-10-10,9,Solteiro,Curitiba,Superior Completo
519,Funcionário 519,40,Feminino,Logística,Gerente,10560,2015-05-16,7,Solteiro,Rio de Janeiro,Ensino Médio
520,Funcionário 520,34,Feminino,Logística,Analista,6946,2021-10-15,1,Viúvo,Porto Alegre,Superior Completo
521,Funcionário 521,43,Masculino,TI,Assistente,10234,2017-11-03,5,Solteiro,Curitiba,Mestrado
522,Funcionário 522,25,Masculino,Financeiro,Diretor,3907,2017-04-10,6,Casado,Rio de Janeiro,Ensino Médio
523,Funcionário 523,46,Masculino,Marketing,Gerente,5490,2016-10-30,6,Divorciado,Curitiba,Mestrado
524,Funcionário 524,43,Feminino,RH,Coordenador,4535,2022-07-04,0,Viúvo,Curitiba,Superior Completo
525,Funcionário 525,27,Masculino,Vendas,Coordenador,6173,2020-12-19,2,Casado,Porto Alegre,Pós-Graduação
526,Funcionário 526,43,Feminino,Marketing,Diretor,13065,2019-10-04,3,Viúvo,Rio de Janeiro,Superior Completo
527,Funcionário 527,51,Feminino,Logística,Gerente,12016,2012-07-11,10,Viúvo,Porto Alegre,Superior Completo
528,Funcionário 528,58,Masculino,Logística,Analista,3293,2021-08-03,1,Solteiro,São Paulo,Superior Completo
529,Funcionário 529,24,Masculino,Marketing,Analista,6769,2022-03-21,1,Solteiro,São Paulo,Doutorado
530,Funcionário 530,21,Feminino,Logística,Assistente,6796,2018-02-07,5,Casado,Rio de Janeiro,Mestrado
531,Funcionário 531,62,Feminino,Financeiro,Assistente,8871,2010-07-03,12,Viúvo,Curitiba,Mestrado
532,Funcionário 532,28,Feminino,TI,Analista,13578,2019-03-13,4,Solteiro,Porto Alegre,Mestrado
533,Funcionário 533,46,Masculino,RH,Coordenador,4972,2013-10-30,9,Solteiro,Porto Alegre,Doutorado
534,Funcionário 534,53,Feminino,TI,Coordenador,5922,2017-08-28,5,Viúvo,Rio de Janeiro,Pós-Graduação
535,Funcionário 535,42,Masculino,RH,Assistente,6997,2011-06-21,11,Casado,Rio de Janeiro,Superior Completo
536,Funcionário 536,38,Feminino,RH,Diretor,9032,2013-06-27,9,Casado,São Paulo,Pós-Graduação
537,Funcionário 537,53,Feminino,TI,Analista,2992,2018-02-15,5,Viúvo,Belo Horizonte,Doutorado
538,Funcionário 538,27,Masculino,Marketing,Assistente,10112,2018-05-08,5,Casado,Rio de Janeiro,Mestrado
539,Funcionário 539,54,Feminino,RH,Assistente,7287,2013-01-01,10,Solteiro,Belo Horizonte,Superior Completo
540,Funcionário 540,26,Masculino,TI,Analista,12578,2013-07-29,9,Viúvo,Rio de Janeiro,Ensino Médio
541,Funcionário 541,41,Masculino,RH,Analista,4240,2012-07-04,10,Solteiro,Curitiba,Ensino Médio
542,Funcionário 542,52,Feminino,Vendas,Coordenador,3476,2018-06-09,4,Divorciado,Curitiba,Pós-Graduação
543,Funcionário 543,52,Masculino,Marketing,Diretor,8426,2021-08-18,1,Divorciado,São Paulo,Mestrado
544,Funcionário 544,53,Masculino,Financeiro,Diretor,13599,2012-10-25,10,Casado,São Paulo,Ensino Médio
545,Funcionário 545,35,Feminino,RH,Analista,2389,2015-06-01,7,Divorciado,Belo Horizonte,Pós-Graduação
546,Funcionário 546,56,Masculino,Vendas,Gerente,2999,2019-03-09,4,Solteiro,Rio de Janeiro,Doutorado
547,Funcionário 547,49,Masculino,Financeiro,Assistente,14812,2016-11-16,6,Divorciado,Porto Alegre,Pós-Graduação
548,Funcionário 548,41,Masculino,Financeiro,Assistente,3855,2010-09-28,12,Solteiro,São Paulo,Pós-Graduação
549,Funcionário 549,40,Feminino,RH,Analista,10125,2013-04-01,10,Casado,Porto Alegre,Pós-Graduação
550,Funcionário 550,49,Masculino,TI,Gerente,10850,2022-06-22,0,Casado,Porto Alegre,Superior Completo
551,Funcionário 551,54,Feminino,RH,Coordenador,4763,2021-07-02,1,Solteiro,Rio de Janeiro,Pós-Graduação
552,Funcionário 552,29,Feminino,Vendas,Analista,5663,2020-04-22,3,Divorciado,Belo Horizonte,Pós-Graduação
553,Funcionário 553,30,Masculino,Financeiro,Analista,6986,2016-07-26,6,Casado,Rio de Janeiro,Superior Completo
554,Funcionário 554,40,Masculino,RH,Assistente,3481,2022-05-27,0,Viúvo,São Paulo,Superior Completo
555,Funcionário 555,42,Masculino,TI,Analista,9256,2021-08-06,1,Casado,Porto Alegre,Doutorado
556,Funcionário 556,52,Feminino,RH,Analista,5731,2021-06-14,1,Divorciado,Rio de Janeiro,Mestrado
557,Funcionário 557,58,Masculino,Marketing,Analista,9262,2014-09-08,8,Viúvo,Rio de Janeiro,Ensino Médio
558,Funcionário 558,47,Masculino,TI,Assistente,2451,2016-02-09,7,Divorciado,Rio de Janeiro,Ensino Médio
559,Funcionário 559,34,Masculino,Vendas,Coordenador,12667,2010-05-09,13,Solteiro,São Paulo,Pós-Graduação
560,Funcionário 560,37,Masculino,Financeiro,Coordenador,13414,2013-06-23,9,Viúvo,Belo Horizonte,Doutorado
561,Funcionário 561,42,Masculino,RH,Analista,11729,2020-01-21,3,Divorciado,Rio de Janeiro,Pós-Graduação
562,Funcionário 562,39,Feminino,TI,Assistente,5093,2014-05-21,8,Viúvo,São Paulo,Ensino Médio
563,Funcionário 563,30,Feminino,Marketing,Coordenador,2882,2020-11-14,2,Divorciado,Porto Alegre,Superior Completo
564,Funcionário 564,36,Masculino,TI,Coordenador,6408,2021-08-15,1,Viúvo,Curitiba,Mestrado
565,Funcionário 565,53,Masculino,Logística,Coordenador,6068,2011-09-20,11,Divorciado,São Paulo,Doutorado
566,Funcionário 566,29,Masculino,Marketing,Assistente,12758,2020-05-25,2,Solteiro,Curitiba,Superior Completo
567,Funcionário 567,58,Masculino,Vendas,Assistente,5277,2015-08-07,7,Viúvo,Rio de Janeiro,Mestrado
568,Funcionário 568,36,Feminino,Financeiro,Analista,10566,2019-09-23,3,Viúvo,Rio de Janeiro,Doutorado
569,Funcionário 569,29,Masculino,Vendas,Diretor,14738,2016-05-30,6,Viúvo,São Paulo,Doutorado
570,Funcionário 570,26,Feminino,RH,Coordenador,13889,2018-10-20,4,Viúvo,Curitiba,Ensino Médio
571,Funcionário 571,24,Feminino,TI,Diretor,9951,2010-09-07,12,Solteiro,Rio de Janeiro,Superior Completo
572,Funcionário 572,45,Masculino,Logística,Assistente,13254,2018-01-04,5,Viúvo,Porto Alegre,Doutorado
573,Funcionário 573,31,Feminino,Marketing,Assistente,6690,2012-09-01,10,Casado,Belo Horizonte,Doutorado
574,Funcionário 574,48,Feminino,Marketing,Assistente,13442,2013-08-18,9,Solteiro,Belo Horizonte,Mestrado
575,Funcionário 575,36,Feminino,TI,Diretor,6595,2012-09-10,10,Casado,Rio de Janeiro,Ensino Médio
576,Funcionário 576,64,Feminino,Logística,Assistente,6559,2012-06-07,10,Viúvo,Curitiba,Pós-Graduação
577,Funcionário 577,33,Masculino,TI,Analista,9291,2018-01-16,5,Divorciado,Rio de Janeiro,Ensino Médio
578,Funcionário 578,22,Masculino,RH,Assistente,10160,2015-10-19,7,Casado,Curitiba,Pós-Graduação
579,Funcionário 579,52,Feminino,Vendas,Gerente,2112,2017-04-26,6,Viúvo,Porto Alegre,Superior Completo
580,Funcionário 580,29,Masculino,Marketing,Diretor,7131,2013-08-19,9,Casado,Curitiba,Superior Completo
581,Funcionário 581,42,Masculino,RH,Gerente,5197,2011-04-16,12,Viúvo,Rio de Janeiro,Doutorado
582,Funcionário 582,38,Masculino,Vendas,Assistente,12570,2015-06-11,7,Viúvo,Porto Alegre,Superior Completo
583,Funcionário 583,53,Masculino,RH,Analista,12116,2010-04-01,13,Viúvo,São Paulo,Doutorado
584,Funcionário 584,40,Masculino,Logística,Coordenador,2139,2011-06-14,11,Divorciado,Belo Horizonte,Ensino Médio
585,Funcionário 585,33,Feminino,Marketing,Assistente,3424,2021-02-11,2,Casado,Rio de Janeiro,Superior Completo
586,Funcionário 586,56,Masculino,TI,Analista,4949,2017-08-05,5,Solteiro,Rio de Janeiro,Ensino Médio
587,Funcionário 587,62,Masculino,TI,Diretor,5168,2014-08-14,8,Solteiro,Rio de Janeiro,Ensino Médio
588,Funcionário 588,59,Masculino,Vendas,Gerente,10708,2010-07-11,12,Solteiro,Porto Alegre,Superior Completo
589,Funcionário 589,56,Masculino,Financeiro,Gerente,12808,2015-06-10,7,Solteiro,São Paulo,Ensino Médio
590,Funcionário 590,31,Feminino,Logística,Gerente,8043,2019-12-03,3,Viúvo,Curitiba,Superior Completo
591,Funcionário 591,48,Feminino,Vendas,Diretor,8989,2015-12-26,7,Casado,São Paulo,Superior Completo
592,Funcionário 592,22,Feminino,Financeiro,Analista,9236,2022-02-27,1,Casado,Porto Alegre,Superior Completo
593,Funcionário 593,52,Feminino,RH,Diretor,8261,2012-10-05,10,Divorciado,Rio de Janeiro,Pós-Graduação
594,Funcionário 594,40,Masculino,Logística,Gerente,2887,2020-05-11,2,Casado,Belo Horizonte,Ensino Médio
595,Funcionário 595,46,Feminino,RH,Assistente,5104,2021-10-08,1,Casado,Rio de Janeiro,Mestrado
596,Funcionário 596,60,Masculino,Marketing,Coordenador,2049,2022-10-13,0,Casado,Curitiba,Superior Completo
597,Funcionário 597,28,Masculino,Logística,Diretor,5951,2021-09-27,1,Divorciado,Belo Horizonte,Ensino Médio
598,Funcionário 598,35,Masculino,Financeiro,Diretor,5560,2015-08-15,7,Solteiro,Rio de Janeiro,Doutorado
599,Funcionário 599,64,Masculino,Marketing,Analista,2018,2019-01-22,4,Casado,Belo Horizonte,Superior Completo
600,Funcionário 600,29,Masculino,TI,Analista,6821,2014-09-13,8,Divorciado,São Paulo,Superior Completo
601,Funcionário 601,26,Feminino,Financeiro,Diretor,8340,2010-11-07,12,Divorciado,Porto Alegre,Mestrado
602,Funcionário 602,27,Feminino,Vendas,Gerente,10058,2022-06-05,0,Viúvo,Rio de Janeiro,Pós-Graduação
603,Funcionário 603,61,Feminino,TI,Coordenador,11665,2013-06-14,9,Divorciado,Curitiba,Pós-Graduação
604,Funcionário 604,34,Feminino,TI,Analista,14253,2020-10-07,2,Solteiro,São Paulo,Superior Completo
605,Funcionário 605,55,Masculino,Vendas,Gerente,4606,2018-12-13,4,Casado,Rio de Janeiro,Ensino Médio
606,Funcionário 606,24,Feminino,Logística,Assistente,9846,2011-08-08,11,Divorciado,São Paulo,Doutorado
607,Funcionário 607,63,Masculino,TI,Analista,10643,2017-08-31,5,Solteiro,Curitiba,Doutorado
608,Funcionário 608,30,Feminino,Financeiro,Gerente,8432,2010-12-26,12,Divorciado,Rio de Janeiro,Ensino Médio
609,Funcionário 609,57,Masculino,Marketing,Gerente,5765,2017-11-06,5,Divorciado,Curitiba,Superior Completo
610,Funcionário 610,59,Masculino,TI,Coordenador,4438,2015-07-05,7,Divorciado,Belo Horizonte,Doutorado
611,Funcionário 611,26,Feminino,Financeiro,Coordenador,14502,2020-12-20,2,Divorciado,Curitiba,Pós-Graduação
612,Funcionário 612,44,Masculino,RH,Assistente,11741,2014-06-14,8,Divorciado,Belo Horizonte,Ensino Médio
613,Funcionário 613,19,Masculino,Financeiro,Gerente,8358,2017-07-27,5,Solteiro,Rio de Janeiro,Mestrado
614,Funcionário 614,22,Feminino,Marketing,Gerente,13666,2012-06-09,10,Casado,Belo Horizonte,Superior Completo
615,Funcionário 615,46,Masculino,Financeiro,Coordenador,10319,2012-01-02,11,Casado,Rio de Janeiro,Ensino Médio
616,Funcionário 616,54,Feminino,Vendas,Analista,7941,2020-11-05,2,Casado,Rio de Janeiro,Doutorado
617,Funcionário 617,55,Feminino,Marketing,Analista,9644,2022-11-15,0,Casado,Porto Alegre,Superior Completo
618,Funcionário 618,36,Feminino,Logística,Diretor,6855,2016-11-09,6,Solteiro,Rio de Janeiro,Pós-Graduação
619,Funcionário 619,25,Masculino,RH,Coordenador,8547,2011-09-07,11,Viúvo,Belo Horizonte,Superior Completo
620,Funcionário 620,62,Masculino,Vendas,Diretor,9196,2020-06-03,2,Viúvo,Porto Alegre,Superior Completo
621,Funcionário 621,18,Masculino,Logística,Coordenador,7911,2014-09-16,8,Solteiro,Porto Alegre,Pós-Graduação
622,Funcionário 622,39,Feminino,Financeiro,Assistente,8481,2014-05-07,9,Solteiro,Rio de Janeiro,Pós-Graduação
623,Funcionário 623,34,Masculino,Marketing,Gerente,4761,2014-05-31,8,Divorciado,Curitiba,Superior Completo
624,Funcionário 624,24,Feminino,RH,Assistente,6456,2012-06-15,10,Divorciado,Curitiba,Pós-Graduação
625,Funcionário 625,42,Feminino,Vendas,Coordenador,14856,2010-10-05,12,Divorciado,Porto Alegre,Ensino Médio
626,Funcionário 626,62,Masculino,Logística,Gerente,11607,2022-09-22,0,Casado,Rio de Janeiro,Pós-Graduação
627,Funcionário 627,21,Feminino,Logística,Analista,8361,2014-06-25,8,Divorciado,Curitiba,Pós-Graduação
628,Funcionário 628,53,Masculino,RH,Analista,7693,2015-11-29,7,Viúvo,Rio de Janeiro,Superior Completo
629,Funcionário 629,23,Masculino,Financeiro,Diretor,7788,2016-08-29,6,Casado,Rio de Janeiro,Ensino Médio
630,Funcionário 630,48,Masculino,RH,Coordenador,2201,2020-09-09,2,Divorciado,Porto Alegre,Mestrado
631,Funcionário 631,36,Masculino,Logística,Coordenador,8160,2018-12-07,4,Casado,Porto Alegre,Mestrado
632,Funcionário 632,61,Masculino,TI,Analista,12561,2013-12-20,9,Viúvo,São Paulo,Doutorado
633,Funcionário 633,56,Feminino,Vendas,Assistente,2517,2022-04-28,1,Divorciado,Curitiba,Pós-Graduação
634,Funcionário 634,44,Feminino,RH,Gerente,9737,2013-05-17,9,Viúvo,Curitiba,Pós-Graduação
635,Funcionário 635,27,Feminino,Logística,Assistente,11533,2021-04-10,2,Viúvo,Curitiba,Ensino Médio
636,Funcionário 636,43,Masculino,Financeiro,Assistente,14968,2011-11-09,11,Viúvo,Belo Horizonte,Mestrado
637,Funcionário 637,36,Masculino,Logística,Analista,3988,2017-04-12,6,Divorciado,Rio de Janeiro,Doutorado
638,Funcionário 638,56,Masculino,Financeiro,Analista,13737,2015-07-22,7,Solteiro,Porto Alegre,Ensino Médio
639,Funcionário 639,20,Feminino,RH,Analista,14712,2020-04-16,3,Divorciado,Curitiba,Pós-Graduação
640,Funcionário 640,62,Masculino,Financeiro,Diretor,5802,2022-08-30,0,Viúvo,São Paulo,Mestrado
641,Funcionário 641,30,Feminino,Marketing,Assistente,7808,2015-07-31,7,Divorciado,Curitiba,Doutorado
642,Funcionário 642,45,Feminino,Marketing,Coordenador,13467,2017-04-03,6,Viúvo,Rio de Janeiro,Superior Completo
643,Funcionário 643,37,Masculino,Marketing,Gerente,13846,2011-10-19,11,Solteiro,Rio de Janeiro,Mestrado
644,Funcionário 644,45,Masculino,TI,Diretor,9162,2010-06-15,12,Casado,Porto Alegre,Doutorado
645,Funcionário 645,25,Feminino,RH,Coordenador,12626,2022-07-28,0,Solteiro,Belo Horizonte,Ensino Médio
646,Funcionário 646,58,Masculino,Logística,Assistente,8241,2011-08-13,11,Solteiro,Porto Alegre,Superior Completo
647,Funcionário 647,56,Feminino,Logística,Analista,10399,2022-05-22,0,Casado,Curitiba,Doutorado
648,Funcionário 648,18,Masculino,TI,Assistente,7633,2017-09-22,5,Divorciado,São Paulo,Doutorado
649,Funcionário 649,20,Masculino,Financeiro,Gerente,7755,2021-08-29,1,Casado,Porto Alegre,Pós-Graduação
650,Funcionário 650,30,Feminino,TI,Diretor,12825,2013-06-16,9,Divorciado,Belo Horizonte,Mestrado
651,Funcionário 651,45,Masculino,Financeiro,Diretor,8309,2010-03-13,13,Divorciado,Porto Alegre,Pós-Graduação
652,Funcionário 652,42,Feminino,Financeiro,Gerente,6117,2019-08-18,3,Viúvo,Rio de Janeiro,Superior Completo
653,Funcionário 653,50,Masculino,Vendas,Coordenador,10345,2019-10-21,3,Viúvo,Curitiba,Doutorado
654,Funcionário 654,55,Feminino,Logística,Coordenador,13558,2010-09-26,12,Casado,Curitiba,Pós-Graduação
655,Funcionário 655,23,Feminino,Marketing,Diretor,14506,2014-11-12,8,Solteiro,Curitiba,Mestrado
656,Funcionário 656,61,Masculino,Financeiro,Diretor,14956,2016-09-28,6,Casado,Curitiba,Superior Completo
657,Funcionário 657,62,Feminino,Vendas,Analista,3518,2013-06-22,9,Divorciado,Curitiba,Ensino Médio
658,Funcionário 658,49,Masculino,Logística,Coordenador,8163,2012-10-12,10,Viúvo,Curitiba,Pós-Graduação
659,Funcionário 659,62,Masculino,Marketing,Gerente,4600,2017-06-15,5,Casado,São Paulo,Superior Completo
660,Funcionário 660,64,Masculino,Financeiro,Coordenador,4195,2012-12-19,10,Casado,Belo Horizonte,Ensino Médio
661,Funcionário 661,38,Feminino,Financeiro,Analista,14690,2021-03-25,2,Viúvo,Curitiba,Pós-Graduação
662,Funcionário 662,33,Feminino,TI,Diretor,14883,2011-02-11,12,Viúvo,Belo Horizonte,Superior Completo
663,Funcionário 663,38,Masculino,TI,Diretor,5554,2018-06-04,4,Viúvo,Curitiba,Superior Completo
664,Funcionário 664,28,Masculino,Logística,Analista,12606,2012-09-12,10,Divorciado,Porto Alegre,Pós-Graduação
665,Funcionário 665,54,Feminino,Marketing,Gerente,4849,2019-11-13,3,Viúvo,Curitiba,Superior Completo
666,Funcionário 666,53,Masculino,Financeiro,Diretor,3742,2022-04-13,1,Solteiro,Rio de Janeiro,Doutorado
667,Funcionário 667,52,Masculino,Logística,Assistente,3306,2011-12-11,11,Casado,São Paulo,Pós-Graduação
668,Funcionário 668,36,Feminino,Logística,Diretor,5849,2017-03-03,6,Viúvo,Porto Alegre,Superior Completo
669,Funcionário 669,37,Masculino,RH,Assistente,14360,2013-11-12,9,Viúvo,Porto Alegre,Ensino Médio
670,Funcionário 670,35,Feminino,TI,Analista,14768,2022-08-27,0,Divorciado,Rio de Janeiro,Ensino Médio
671,Funcionário 671,64,Masculino,Marketing,Analista,9519,2014-01-25,9,Divorciado,Curitiba,Doutorado
672,Funcionário 672,58,Feminino,Financeiro,Diretor,14847,2018-01-29,5,Casado,São Paulo,Pós-Graduação
673,Funcionário 673,31,Masculino,Logística,Coordenador,6195,2022-09-26,0,Solteiro,Porto Alegre,Superior Completo
674,Funcionário 674,32,Masculino,Financeiro,Assistente,7178,2018-01-13,5,Casado,São Paulo,Superior Completo
675,Funcionário 675,48,Feminino,RH,Gerente,4555,2021-04-07,2,Viúvo,Porto Alegre,Ensino Médio
676,Funcionário 676,18,Masculino,Marketing,Diretor,4305,2022-10-15,0,Solteiro,Curitiba,Doutorado
677,Funcionário 677,20,Feminino,Logística,Gerente,14700,2012-09-30,10,Solteiro,Porto Alegre,Ensino Médio
678,Funcionário 678,33,Masculino,Financeiro,Diretor,9619,2016-10-02,6,Solteiro,Porto Alegre,Ensino Médio
679,Funcionário 679,40,Feminino,TI,Coordenador,11280,2016-10-02,6,Solteiro,Belo Horizonte,Doutorado
680,Funcionário 680,28,Feminino,RH,Coordenador,4642,2015-04-23,8,Casado,Curitiba,Pós-Graduação
681,Funcionário 681,29,Feminino,Marketing,Coordenador,11369,2015-04-24,8,Divorciado,Rio de Janeiro,Superior Completo
682,Funcionário 682,27,Feminino,RH,Coordenador,8409,2014-06-24,8,Divorciado,Rio de Janeiro,Pós-Graduação
683,Funcionário 683,49,Masculino,TI,Analista,6757,2014-08-26,8,Viúvo,Curitiba,Mestrado
684,Funcionário 684,33,Masculino,Marketing,Analista,4994,2022-05-25,0,Divorciado,Rio de Janeiro,Mestrado
685,Funcionário 685,25,Feminino,RH,Assistente,10751,2015-09-23,7,Divorciado,Curitiba,Mestrado
686,Funcionário 686,55,Feminino,Vendas,Gerente,13156,2015-03-11,8,Divorciado,Rio de Janeiro,Doutorado
687,Funcionário 687,29,Feminino,TI,Diretor,3271,2021-08-11,1,Divorciado,Belo Horizonte,Ensino Médio
688,Funcionário 688,41,Masculino,TI,Diretor,3813,2019-04-22,4,Viúvo,Rio de Janeiro,Pós-Graduação
689,Funcionário 689,45,Masculino,TI,Analista,13107,2012-12-09,10,Casado,Porto Alegre,Superior Completo
690,Funcionário 690,25,Masculino,Vendas,Diretor,10801,2016-07-30,6,Solteiro,Curitiba,Mestrado
691,Funcionário 691,45,Masculino,Vendas,Analista,4461,2018-10-18,4,Divorciado,São Paulo,Pós-Graduação
692,Funcionário 692,53,Feminino,Financeiro,Assistente,6120,2021-01-20,2,Casado,São Paulo,Mestrado
693,Funcionário 693,43,Feminino,Logística,Gerente,8124,2013-02-25,10,Divorciado,Curitiba,Mestrado
694,Funcionário 694,25,Feminino,RH,Assistente,10475,2016-09-11,6,Divorciado,Belo Horizonte,Superior Completo
695,Funcionário 695,45,Masculino,Financeiro,Coordenador,13120,2015-05-11,7,Solteiro,Rio de Janeiro,Doutorado
696,Funcionário 696,45,Masculino,RH,Coordenador,6396,2022-06-25,0,Solteiro,Belo Horizonte,Ensino Médio
697,Funcionário 697,54,Masculino,Logística,Coordenador,11283,2020-09-12,2,Solteiro,São Paulo,Doutorado
698,Funcionário 698,58,Feminino,Vendas,Assistente,2816,2012-03-18,11,Divorciado,Curitiba,Pós-Graduação
699,Funcionário 699,53,Feminino,Logística,Diretor,9304,2010-07-06,12,Divorciado,Curitiba,Doutorado
700,Funcionário 700,44,Masculino,Vendas,Gerente,9331,2022-05-22,0,Divorciado,Belo Horizonte,Pós-Graduação
701,Funcionário 701,34,Feminino,Logística,Coordenador,2082,2013-07-31,9,Solteiro,Belo Horizonte,Pós-Graduação
702,Funcionário 702,26,Masculino,Financeiro,Coordenador,3920,2016-04-03,7,Viúvo,Rio de Janeiro,Ensino Médio
703,Funcionário 703,50,Masculino,Marketing,Coordenador,9817,2012-01-28,11,Casado,Porto Alegre,Superior Completo
704,Funcionário 704,37,Feminino,Financeiro,Gerente,13683,2021-08-02,1,Viúvo,Porto Alegre,Ensino Médio
705,Funcionário 705,30,Masculino,RH,Coordenador,13336,2020-07-21,2,Divorciado,Rio de Janeiro,Doutorado
706,Funcionário 706,45,Feminino,Financeiro,Gerente,4093,2021-09-06,1,Divorciado,Porto Alegre,Pós-Graduação
707,Funcionário 707,46,Masculino,TI,Coordenador,14905,2016-01-16,7,Viúvo,São Paulo,Mestrado
